year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,station_averaged_temp
1990,28,1990-07-09,0.192875,0.08235,0.1919429,0.1529286,22.27,299.512857143,299.592857143,296.041428571,301.8,298.0,43.72,81.4671428571,22.27,17.4185714286,2.15714285714,27.5571428571,7.15714285714,31.7,21.7,63.7,26.9857142857
1990,29,1990-07-16,0.2916,0.2118,0.3012,0.2806667,59.17,299.667142857,299.75,296.33428571400003,302.0,297.3,40.9,82.1442857143,59.17,17.7371428571,2.41428571429,28.1285714286,6.9,32.8,23.9,12.2,28.276190476199996
1990,30,1990-07-23,0.15056670000000003,0.1717,0.2269,0.2145571,16.48,299.55857142900004,299.635714286,295.96,301.8,297.1,42.53,80.7428571429,16.48,17.3414285714,2.0714285714300003,28.1142857143,6.3571428571399995,31.7,22.8,32.6,27.5380952381
1990,31,1990-07-30,,0.24715,0.3797,0.3813571,32.66,299.862857143,299.95,296.172857143,303.0,298.3,34.6,80.58428571430001,32.66,17.5942857143,2.58571428571,28.2428571429,8.08571428571,34.4,22.8,37.6,28.480952380966666
1990,32,1990-08-06,,0.06433333,0.16444289999999998,0.1388571,28.8,300.391428571,300.478571429,296.532857143,302.5,298.8,20.0,79.65,28.8,17.95,2.32857142857,28.2,7.55714285714,33.3,23.3,11.4,28.266666666666666
1990,33,1990-08-13,,0.12803330000000002,0.2069571,0.16824289999999997,90.75,299.958571429,299.957142857,297.035714286,302.6,298.5,101.9,84.1785714286,90.75,18.5157142857,1.8571428571400002,28.0428571429,6.68571428571,32.8,22.8,44.7,27.880952380966665
1990,34,1990-08-20,0.1902333,0.1688,0.1676571,0.1722857,32.4,300.332857143,300.414285714,296.728571429,302.5,298.1,25.9,80.9471428571,32.4,18.1742857143,2.48571428571,28.342857142899998,7.014285714289999,33.3,23.3,5.4,28.3142857143
1990,35,1990-08-27,0.2529,0.33075,0.26417140000000006,0.2843143,40.94,300.11857142900004,300.221428571,297.017142857,302.2,298.7,39.8,83.3485714286,40.94,18.5157142857,1.9,28.657142857100002,6.52857142857,32.2,24.4,13.7,28.419047619033336
1990,36,1990-09-03,0.2354,0.200025,0.2838167,0.2304429,28.86,300.53,300.635714286,296.11714285700003,303.8,298.0,30.4,77.1728571429,28.86,17.56,3.47142857143,28.3285714286,7.614285714289999,32.8,23.3,14.2,28.142857142866664
1990,37,1990-09-10,0.1279667,0.4371,0.1234,0.14828329999999998,64.56,300.674285714,300.792857143,297.19285714299997,302.9,299.0,24.18,81.55142857140001,64.56,18.7771428571,2.9,28.6857142857,8.05714285714,33.9,24.4,25.9,28.995238095233333
1990,38,1990-09-17,0.19635,0.1824333,0.2548286,0.3056857,143.73,299.857142857,299.9,296.43142857099997,301.7,298.7,36.6,81.6371428571,143.73,17.8928571429,1.74285714286,28.2428571429,8.114285714289998,32.8,23.9,3.3,28.3142857143
1990,39,1990-09-24,0.1161,0.2609,0.19944289999999998,0.24421669999999998,51.39,300.42714285700004,300.6,296.028571429,302.4,299.1,16.4,77.0485714286,51.39,17.4685714286,2.2571428571400003,28.342857142899998,7.72857142857,32.8,24.4,15.8,28.5142857143
1990,40,1990-10-01,0.22855,0.18975,0.2124857,0.20118570000000002,31.18,300.775714286,300.85,296.664285714,303.3,299.1,36.1,78.52,31.18,18.18,2.9,28.771428571399998,8.02857142857,33.3,23.9,11.7,28.657142857133334
1990,41,1990-10-08,0.17115,0.06755,0.1794667,0.15771670000000002,51.42,299.857142857,299.94285714299997,296.928571429,301.8,298.1,132.4,84.11,51.42,18.5128571429,2.5714285714300003,28.6285714286,7.314285714289999,33.3,24.4,57.7,28.776190476199996
1990,42,1990-10-15,,0.0702,0.18161670000000002,0.16575,143.55,299.195714286,299.30714285700003,296.544285714,301.5,297.5,279.6,85.6214285714,143.55,18.1157142857,1.87142857143,27.6285714286,7.4,32.8,23.3,61.8,27.90952380953333
1990,43,1990-10-22,0.1462,0.08975,0.12882860000000002,0.1239286,127.03,298.902857143,299.042857143,296.257142857,300.9,297.2,94.52,85.5028571429,127.03,17.75,1.8,26.771428571399998,7.62857142857,32.2,21.7,91.5,26.890476190466668
1990,44,1990-10-29,0.25225,0.1834333,0.318,0.2959,101.35,299.727142857,299.778571429,296.534285714,301.4,298.5,22.26,82.7871428571,101.35,18.0342857143,1.78571428571,27.971428571399997,8.64285714286,33.3,22.8,6.3,28.023809523799997
1990,45,1990-11-05,0.1526,0.181775,0.1783286,0.1866286,20.46,299.972857143,300.035714286,296.564285714,302.2,298.5,14.4,81.7157142857,20.46,18.0742857143,2.3857142857099998,28.471428571399997,8.42857142857,33.3,23.9,6.6,28.55714285713333
1990,46,1990-11-12,0.2908,0.2246,0.1803857,0.2348857,20.0,300.35,300.5,295.687142857,302.3,298.8,7.1,75.72857142859999,20.0,17.0857142857,2.2,27.5428571429,8.6,32.8,22.2,38.9,27.5142857143
1990,47,1990-11-19,0.2722,0.33035,0.13163329999999998,0.1253833,20.04,299.511428571,299.635714286,295.375714286,301.6,297.0,36.7,78.1514285714,20.04,16.752857142899998,2.52857142857,26.8,7.414285714289999,31.7,22.2,9.6,26.900000000000002
1990,48,1990-11-26,0.13676670000000002,0.216525,0.17678570000000002,0.1415857,33.61,298.238571429,298.26428571400004,294.81142857099996,300.2,296.5,44.3,81.38571428569999,33.61,16.2085714286,1.9857142857099999,26.2,7.12857142857,31.1,20.6,26.7,25.96666666666667
1990,49,1990-12-03,0.1098,0.0886,0.2667833,0.2517,9.96,298.542857143,298.685714286,294.782857143,300.8,296.7,71.8,79.9085714286,9.96,16.161428571400002,2.05714285714,25.985714285700002,5.54285714286,29.4,22.2,69.0,25.861904761900004
1990,50,1990-12-10,0.12135,0.26166,0.19138570000000002,0.2099857,0.0,298.202857143,298.278571429,292.004285714,300.6,296.1,4.1,68.7228571429,0.0,13.6157142857,2.98571428571,24.6857142857,7.77142857143,29.4,19.4,2.8,24.495238095233333
1990,51,1990-12-17,0.2931333,0.2668667,0.2608571,0.30272859999999996,52.45,298.297142857,298.37857142900003,294.55857142900004,300.9,296.0,32.31,80.0828571429,52.45,15.954285714300001,2.87142857143,25.714285714299997,6.58571428571,30.6,21.1,19.8,25.804761904766668
1990,52,1990-12-24,0.3025,0.2772333,0.17126670000000002,0.16162220000000002,0.0,298.038571429,298.085714286,292.10571428599997,299.8,295.3,5.46,69.6814285714,0.0,13.6828571429,2.2857142857099997,25.157142857100002,5.84285714286,28.9,21.1,20.9,25.052380952366672
1991,1,1991-01-01,0.1465,0.14046670000000003,0.1515,0.16731429999999997,0.0,297.06,297.135714286,291.907142857,299.0,293.9,4.8,72.9385714286,0.0,13.511428571400002,2.52857142857,24.3857142857,7.45714285714,29.4,18.9,5.3,24.228571428566664
1991,2,1991-01-08,,0.10046669999999999,0.2519,0.1376167,15.85,297.674285714,297.828571429,293.282857143,299.3,295.8,26.33,76.6285714286,15.85,14.671428571400002,1.8857142857099998,24.9142857143,6.31428571429,28.3,21.1,31.7,24.771428571433336
1991,3,1991-01-15,,0.2935667,0.25994290000000003,0.2179,0.0,297.422857143,297.657142857,293.412857143,299.3,296.1,27.4,78.5,0.0,14.798571428599999,2.0,25.2428571429,6.57142857143,29.4,21.1,16.5,25.247619047633332
1991,4,1991-01-22,0.3313,0.30933330000000003,0.22102860000000002,0.20275710000000002,0.0,297.88428571400004,298.15,292.38285714299997,300.3,296.0,0.7,71.5971428571,0.0,13.878571428599999,2.55714285714,24.714285714299997,7.77142857143,29.4,18.3,6.8,24.138095238099996
1991,5,1991-01-29,0.0917,0.246425,0.2438571,0.1956,0.0,298.044285714,298.228571429,292.57285714299996,300.1,295.0,5.7,71.7842857143,0.0,14.0442857143,2.77142857143,24.8285714286,8.15714285714,30.0,18.9,5.9,24.576190476199997
1991,6,1991-02-05,0.3801,0.22856669999999998,0.2550429,0.2258,0.0,297.74,297.928571429,293.15,299.7,295.0,19.69,75.7942857143,0.0,14.541428571400001,2.4285714285699997,25.0571428571,6.885714285710001,30.0,20.6,7.3,25.219047619033336
1991,7,1991-02-12,0.0712,0.2211,0.2762429,0.2673429,18.05,296.88428571400004,297.114285714,292.972857143,300.2,294.1,21.4,78.8957142857,18.05,14.46,3.2,25.1428571429,8.87142857143,32.2,18.9,5.6,25.414285714299996
1991,8,1991-02-19,,0.2094,0.10843330000000001,0.1194,0.0,297.414285714,297.614285714,293.63142857099996,300.1,295.8,26.2,79.74,0.0,15.0357142857,2.5714285714300003,25.842857142899998,8.47142857143,32.2,20.0,17.8,26.0142857143
1991,9,1991-02-26,0.1702,0.2086,0.13752,0.19143329999999997,31.79,297.505714286,297.828571429,293.407142857,299.8,295.8,23.8,77.9771428571,31.79,14.7942857143,2.1142857142900002,25.2571428571,7.2,30.6,20.0,30.7,25.2857142857
1991,10,1991-03-05,0.21075,0.2641,0.2476857,0.2163571,0.0,297.777142857,298.078571429,293.531428571,300.3,296.4,8.3,77.3157142857,0.0,14.92,2.2428571428599997,26.014285714299998,8.31428571429,31.1,20.6,10.9,25.904761904766662
1991,11,1991-03-12,,,0.21325,0.2405429,0.0,297.43142857099997,297.635714286,293.335714286,300.1,295.7,13.37,78.1385714286,0.0,14.787142857100001,2.72857142857,25.9285714286,8.97142857143,31.7,20.6,3.6,26.076190476199997
1991,12,1991-03-19,0.1279,0.1784,0.1470143,0.1593,0.0,297.407142857,297.614285714,293.254285714,300.4,295.4,11.1,77.8828571429,0.0,14.7457142857,2.54285714286,26.0857142857,6.97142857143,32.2,21.1,5.7,26.4619047619
1991,13,1991-03-26,0.28035,0.223575,0.2478833,0.2473857,0.0,297.47,297.69285714299997,293.74,301.0,295.7,21.26,80.0014285714,0.0,15.148571428599999,2.75714285714,26.0571428571,6.58571428571,32.2,22.2,26.9,26.819047619033338
1991,14,1991-04-02,0.1691,0.216825,0.2605143,0.22197139999999999,12.92,297.064285714,297.185714286,292.48,299.4,295.4,20.9,75.6628571429,12.92,13.9914285714,2.2857142857099997,25.2428571429,6.81428571429,28.9,20.6,4.1,24.914285714299996
1991,15,1991-04-09,0.1765,0.2763,0.18453329999999998,0.17736670000000002,6.0,297.372857143,297.657142857,293.61571428599996,299.2,295.9,19.78,79.6285714286,6.0,14.9928571429,2.62857142857,25.3,6.514285714290001,28.9,21.1,18.8,25.100000000000005
1991,16,1991-04-16,0.0774,0.1024,0.16355,0.20616669999999998,44.57,297.284285714,297.392857143,292.17,298.9,296.0,21.9,73.3514285714,44.57,13.7328571429,2.01428571429,25.514285714299998,6.27142857143,29.4,21.1,19.4,25.3380952381
1991,17,1991-04-23,,0.18845,0.1883143,0.2249429,32.72,298.07428571400004,298.23571428599996,294.028571429,299.6,296.7,19.7,78.4471428571,32.72,15.4614285714,2.3,26.528571428600003,8.014285714289999,32.8,21.7,3.5,27.009523809533334
1991,18,1991-04-30,0.20916669999999998,0.160575,0.1761714,0.1761714,0.0,298.831428571,299.071428571,294.97,301.0,297.1,8.38,79.36,0.0,16.314285714300002,2.8,27.3142857143,7.714285714289999,32.2,22.8,2.8,27.4380952381
1991,19,1991-05-07,0.11595,0.180175,0.1063857,0.1111857,35.38,298.638571429,298.721428571,294.812857143,300.9,297.2,20.6,79.5414285714,35.38,16.185714285699998,2.41428571429,26.9285714286,6.92857142857,31.7,22.8,40.2,27.142857142866664
1991,20,1991-05-14,,0.10455,0.15115,0.0964,4.16,298.325714286,298.407142857,294.61857142900004,300.1,296.6,35.37,80.0671428571,4.16,15.9742857143,2.5,26.528571428600003,6.58571428571,30.6,22.8,32.8,26.64285714286667
1991,21,1991-05-21,0.0669,0.1335667,0.09711667,0.1356,51.16,298.58428571400003,298.457142857,295.124285714,300.4,297.0,59.3,81.30142857140001,51.16,16.5014285714,1.8571428571400002,27.3857142857,6.7,31.7,22.8,3.6,27.295238095233334
1991,22,1991-05-28,0.1401,0.15946670000000002,0.2143167,0.2571,55.37,298.80857142900004,298.885714286,295.27428571400003,301.1,297.3,43.4,81.08857142859999,55.37,16.6457142857,2.1428571428599996,27.9428571429,7.014285714289999,33.3,23.3,5.6,28.180952380966662
1991,23,1991-06-04,0.08585,0.087,0.1196,0.1659286,8.08,299.518571429,299.75,294.92571428599996,301.6,297.4,5.0,76.0742857143,8.08,16.3242857143,2.87142857143,28.0714285714,7.5,33.3,23.3,20.6,28.2238095238
1991,24,1991-06-11,0.1091,0.15646670000000001,0.17342860000000002,0.1739714,6.09,299.891428571,300.071428571,295.492857143,301.8,298.4,5.82,77.0357142857,6.09,16.8828571429,2.4,28.228571428600002,7.97142857143,33.9,23.9,9.4,28.676190476200002
1991,25,1991-06-18,0.0596,0.09235,0.1301286,0.13064289999999998,44.25,299.775714286,299.971428571,296.3,301.9,298.4,17.0,81.4214285714,44.25,17.7042857143,2.17142857143,28.9285714286,7.1428571428600005,33.9,25.0,3.3,29.2761904762
1991,26,1991-06-25,0.07965,0.122,0.18511429999999998,0.1582429,73.76,299.41,299.478571429,296.228571429,302.5,297.7,37.8,82.7457142857,73.76,17.628571428599997,2.04285714286,27.9142857143,7.4,32.8,22.8,12.4,27.8380952381
1991,27,1991-07-02,,0.1779333,0.2015286,0.1981571,26.7,299.37142857099997,299.385714286,295.945714286,302.4,297.4,51.99,81.69428571430001,26.7,17.3528571429,2.1428571428599996,28.3714285714,6.6,32.8,23.9,24.7,28.35714285713333
1991,28,1991-07-09,0.0969,,0.13805,0.1679167,6.13,300.00142857099996,300.171428571,295.791428571,302.1,297.9,18.7,77.8771428571,6.13,17.1514285714,2.4285714285699997,28.4142857143,6.67142857143,32.8,24.4,4.6,28.5380952381
1991,29,1991-07-16,,0.07733333,0.09982857,0.11664289999999998,29.67,300.234285714,300.342857143,296.081428571,302.2,298.6,23.6,78.24142857140001,29.67,17.4728571429,2.4285714285699997,28.8,6.914285714289999,33.9,23.9,12.2,28.866666666666664
1991,30,1991-07-23,0.0801,0.00805,0.1380333,0.12906669999999998,56.58,299.80857142900004,299.978571429,296.332857143,302.1,298.2,27.4,81.4828571429,56.58,17.7342857143,2.2428571428599997,28.0,5.88571428571,32.8,24.4,43.1,28.399999999999995
1991,31,1991-07-30,,,0.19064289999999998,0.15932860000000001,48.41,299.852857143,299.964285714,296.478571429,302.0,298.3,34.39,81.8971428571,48.41,17.878571428599997,2.3,28.5714285714,6.34285714286,33.3,25.0,18.0,28.957142857133334
1991,32,1991-08-06,0.07315,0.1124,0.19258570000000003,0.2093571,13.29,299.831428571,299.864285714,296.468571429,301.8,298.1,31.5,81.96,13.29,17.8957142857,2.2428571428599997,28.5,6.514285714290001,32.8,24.4,12.5,28.566666666666663
1991,33,1991-08-13,0.0593,,0.1551,0.1567,0.0,300.42,300.65,296.484285714,302.8,298.7,20.4,79.1971428571,0.0,17.911428571400002,2.1857142857099996,29.4285714286,5.47142857143,33.3,25.6,3.3,29.442857142866668
1991,34,1991-08-20,0.0569,0.09813999999999999,0.1285143,0.1437286,51.88,300.31142857099996,300.385714286,296.581428571,302.6,298.3,25.47,80.2557142857,51.88,18.0114285714,2.4,29.271428571399998,7.514285714289999,34.4,24.4,1.5,29.35714285713333
1991,35,1991-08-27,0.0693,0.05705,0.22504000000000002,0.1864,55.2,300.11714285700003,300.2,296.67,302.3,298.6,23.8,81.5942857143,55.2,18.0914285714,2.37142857143,28.157142857100002,7.0,32.2,23.9,10.7,28.085714285700004
1991,36,1991-09-03,0.10805,0.091675,0.1398,0.16241429999999998,65.9,300.10571428599997,300.15,296.798571429,302.3,298.4,42.33,82.31,65.9,18.2628571429,2.12857142857,28.9428571429,7.54285714286,34.4,24.4,27.2,29.247619047633332
1991,37,1991-09-10,0.10475,0.15983329999999998,0.11208,0.1446429,33.56,300.54,300.635714286,296.451428571,302.8,298.7,11.4,78.6271428571,33.56,17.8957142857,3.04285714286,28.971428571399997,7.7,33.9,23.3,61.0,28.7238095238
1991,38,1991-09-17,0.1098,0.1527333,0.16857139999999998,0.1688714,29.53,300.527142857,300.6,296.901428571,303.0,298.8,28.8,80.8771428571,29.53,18.4,2.45714285714,28.9142857143,6.8,33.3,24.4,7.9,28.87142857143333
1991,39,1991-09-24,0.1676,0.1489,0.17142860000000001,0.2181429,73.55,300.06,300.05,296.59,302.4,298.2,77.5,81.4242857143,73.55,18.0442857143,2.0714285714300003,28.1428571429,6.68571428571,32.8,24.4,31.8,28.447619047633328
1991,40,1991-10-01,0.1291,0.16672,0.177,0.1955571,31.68,299.65,299.69285714299997,296.397142857,301.6,298.3,60.0,82.4857142857,31.68,17.85,2.04285714286,27.7428571429,6.914285714289999,32.8,23.3,26.5,27.947619047633335
1991,41,1991-10-08,0.09300000000000001,0.09300000000000001,0.1450833,0.1681667,32.1,299.562857143,299.671428571,295.887142857,302.0,297.6,55.1,80.5157142857,32.1,17.3442857143,2.2571428571400003,27.657142857100002,6.61428571429,31.7,22.8,8.3,27.3857142857
1991,42,1991-10-15,0.0137,0.12886,0.10904289999999998,0.1070286,3.29,299.897142857,299.921428571,296.018571429,302.0,298.1,31.19,79.3828571429,3.29,17.4314285714,2.3,28.5428571429,7.62857142857,33.9,24.4,21.3,28.947619047633328
1991,43,1991-10-22,0.1944,0.1186,0.18081429999999998,0.1998714,50.24,299.891428571,299.992857143,295.455714286,302.0,298.0,12.6,76.7771428571,50.24,16.85,2.8142857142900004,27.8285714286,7.085714285710001,32.8,23.3,3.5,27.9761904762
1991,44,1991-10-29,0.094,0.09665,0.1255667,0.12131669999999999,72.61,299.905714286,299.992857143,295.918571429,302.4,298.1,26.83,78.9871428571,72.61,17.3757142857,3.04285714286,28.1142857143,7.25714285714,32.8,24.4,4.8,28.438095238099994
1991,45,1991-11-05,0.0544,0.05475,0.1121333,0.1193857,42.92,299.09,299.278571429,295.567142857,302.6,297.3,74.83,81.05857142859999,42.92,16.9671428571,2.9,27.1857142857,6.75714285714,32.2,22.8,41.4,27.395238095233335
1991,46,1991-11-12,0.0954,0.1114,0.19494289999999997,0.1980571,78.73,298.685714286,298.785714286,295.61571428599996,301.0,297.4,72.7,83.5142857143,78.73,17.0614285714,1.9714285714300002,26.657142857100002,6.74285714286,31.1,22.2,28.2,26.65238095236667
1991,47,1991-11-19,0.00825,0.028425,0.13874289999999997,0.1796429,0.0,298.698571429,298.707142857,294.03,300.8,297.1,15.1,75.5485714286,0.0,15.46,2.27142857143,26.3142857143,6.81428571429,30.0,22.2,9.4,26.171428571433335
1991,48,1991-11-26,0.08786667,0.1519,0.1796286,0.16618570000000002,35.34,298.375714286,298.5,294.93857142900004,301.1,296.9,78.43,81.4857142857,35.34,16.3228571429,2.02857142857,26.271428571399998,6.58571428571,30.0,22.2,76.2,26.157142857133334
1991,49,1991-12-03,0.0802,0.14025,0.13362860000000001,0.13445710000000002,0.0,298.642857143,298.842857143,294.974285714,300.5,297.7,35.1,80.27571428569999,0.0,16.34,1.8,26.728571428600002,6.05714285714,30.6,23.3,19.6,26.876190476199998
1991,50,1991-12-10,-0.02665,0.2128,0.2224143,0.2289429,0.0,298.518571429,298.592857143,294.51428571400004,300.2,297.3,26.8,78.6214285714,0.0,15.8842857143,2.01428571429,25.6142857143,5.8571428571399995,29.4,21.7,34.2,25.571428571433334
1991,51,1991-12-17,,0.04613333,0.1144,0.04045714,0.0,298.08428571400003,298.135714286,292.86571428599996,299.6,296.6,8.76,72.8614285714,0.0,14.3357142857,2.0714285714300003,25.0,6.15714285714,28.9,20.6,6.1,24.833333333333332
1991,52,1991-12-24,0.12355,0.1237,0.13793329999999998,0.1297556,0.0,296.521428571,296.507142857,292.04571428599996,299.2,294.3,19.3,76.1271428571,0.0,13.635714285699999,2.2142857142900003,24.3571428571,6.18571428571,28.3,19.4,13.7,24.01904761903333
1992,1,1992-01-01,0.1251,0.15786670000000003,0.18528329999999998,0.18136670000000002,,,,,,,,,,,,,,,,,24.81904761903333
1992,2,1992-01-08,0.10083330000000001,0.073575,0.13871429999999998,0.1127857,200.85,297.912857143,298.12142857099997,294.457142857,300.4,296.1,18.3,81.3,200.85,15.878571428599999,2.3,25.657142857100002,7.5,30.6,20.6,58.2,25.619047619033335
1992,3,1992-01-15,0.2224,0.2299,0.19845710000000003,0.1994143,3.12,297.338571429,297.48571428599996,294.467142857,300.2,295.6,19.8,84.1171428571,3.12,15.8328571429,1.8571428571400002,25.471428571399997,6.17142857143,31.1,21.7,32.3,26.090476190466664
1992,4,1992-01-22,0.12253330000000001,0.13105,0.18884289999999998,0.1688714,0.0,297.091428571,297.335714286,293.021428571,299.5,295.6,5.11,78.2914285714,0.0,14.4828571429,2.3571428571400004,24.8571428571,7.44285714286,30.6,20.0,1.3,25.152380952366666
1992,5,1992-01-29,,0.0483,0.1736714,0.1919286,0.0,297.42,297.55,292.718571429,299.3,295.5,6.5,75.22,0.0,14.1857142857,2.44285714286,24.8,6.58571428571,28.9,20.0,9.2,24.566666666666666
1992,6,1992-02-05,0.1016,0.0846,0.11171669999999999,0.18795710000000002,0.0,296.92,297.12857142900003,292.61714285700003,300.7,294.5,16.2,77.05857142859999,0.0,14.1228571429,3.4,24.714285714299997,7.3571428571399995,30.6,20.0,3.0,25.104761904766665
1992,7,1992-02-12,,0.1305,0.1957429,0.17885710000000002,,297.798571429,298.05714285700003,294.65,300.2,295.3,20.1,82.8757142857,,16.06,2.2,26.028571428600003,6.57142857143,32.2,20.0,1.3,26.0761904762
1992,8,1992-02-19,,0.1844667,0.1946143,0.20305710000000002,,297.898571429,298.107142857,293.62857142900003,300.1,296.3,4.4,77.2957142857,,15.0128571429,2.58571428571,25.7571428571,7.385714285710001,33.9,21.7,8.9,27.119047619033335
1992,9,1992-02-26,0.10705,0.0815,0.1652429,0.1630571,,297.472857143,297.678571429,292.967142857,299.3,296.3,14.4,76.0371428571,,14.3814285714,2.41428571429,25.285714285700003,6.17142857143,29.4,21.7,16.0,25.4619047619
1992,10,1992-03-04,,0.18218,0.19108570000000002,0.1928571,0.0,297.651428571,297.8,293.317142857,299.8,295.7,5.5,76.8785714286,0.0,14.701428571400001,2.3142857142900004,25.657142857100002,7.814285714289999,31.1,20.6,2.9,25.7857142857
1992,11,1992-03-11,0.08685,0.09015,0.128,0.1551,23.22,297.63428571400004,297.785714286,293.54,299.6,296.1,12.6,78.0571428571,23.22,14.944285714300001,2.51428571429,25.785714285700003,7.75714285714,31.7,21.7,5.9,26.395238095233335
1992,12,1992-03-18,0.05305,0.08405,0.1417714,0.13451429999999998,0.0,297.947142857,298.15,293.708571429,300.4,295.5,3.56,77.5057142857,0.0,15.135714285699999,2.7,26.1,7.8571428571399995,31.1,21.7,4.8,26.3
1992,13,1992-03-25,,,0.1348429,0.1068,0.0,297.218571429,297.428571429,293.578571429,300.3,295.8,21.0,80.2385714286,0.0,14.968571428599999,2.8,26.2,5.71428571429,32.2,22.2,2.3,26.86666666666667
1992,14,1992-04-01,0.09995,0.07765,0.1930667,0.1769,122.27,297.982857143,298.071428571,293.88428571400004,300.2,296.0,16.2,78.0671428571,122.27,15.264285714300001,2.74285714286,26.228571428600002,7.52857142857,31.1,21.7,24.1,26.342857142866666
1992,15,1992-04-08,0.1039,0.1315,0.1224714,0.1243857,43.21,298.682857143,298.87857142900003,294.195714286,301.6,295.9,11.1,76.3757142857,43.21,15.6128571429,3.6142857142900002,26.985714285700002,7.84285714286,32.8,21.7,0.0,27.1619047619
1992,16,1992-04-15,0.07515,0.09743333,0.1590286,0.17298570000000002,83.11,297.831428571,298.0,294.94285714299997,300.4,296.6,70.6,84.1842857143,83.11,16.3242857143,2.1428571428599996,26.8142857143,5.88571428571,31.7,22.8,24.5,27.104761904766665
1992,17,1992-04-22,0.0922,0.1137,0.15141429999999997,0.1548286,36.16,298.088571429,298.257142857,294.048571429,300.6,296.5,25.8,78.4257142857,36.16,15.4528571429,2.82857142857,26.6714285714,7.24285714286,31.7,22.2,4.6,26.857142857133336
1992,18,1992-04-29,0.0125,0.0635,0.07031429,0.08944286,0.0,298.197142857,298.521428571,293.4,302.1,295.6,4.0,74.9328571429,0.0,14.9,3.6142857142900002,27.3714285714,6.5,33.9,23.3,1.6,28.190476190466665
