city,year,weekofyear,total_cases
sj,2011,11,40
sj,2011,12,41
sj,2011,13,43
sj,2011,14,44
sj,2011,15,45
sj,2011,16,46
sj,2011,17,46
sj,2011,18,46
sj,2011,19,47
sj,2011,20,47
sj,2011,21,47
sj,2011,22,47
sj,2011,23,47
sj,2011,24,47
sj,2011,25,47
sj,2011,26,46
sj,2011,27,45
sj,2011,28,44
sj,2011,29,43
sj,2011,30,41
sj,2011,31,40
sj,2011,32,39
sj,2011,33,37
sj,2011,34,36
sj,2011,35,34
sj,2011,36,32
sj,2011,37,30
sj,2011,38,28
sj,2011,39,26
sj,2011,40,24
sj,2011,41,22
sj,2011,42,21
sj,2011,43,20
sj,2011,44,19
sj,2011,45,18
sj,2011,46,18
sj,2011,47,18
sj,2011,48,18
sj,2011,49,19
sj,2011,50,19
sj,2011,51,20
sj,2012,52,21
sj,2012,1,21
sj,2012,2,23
sj,2012,3,24
sj,2012,4,25
sj,2012,5,27
sj,2012,6,28
sj,2012,7,30
sj,2012,8,31
sj,2012,9,33
sj,2012,10,34
sj,2012,11,36
sj,2012,12,37
sj,2012,13,38
sj,2012,14,39
sj,2012,15,39
sj,2012,16,40
sj,2012,17,40
sj,2012,18,40
sj,2012,19,41
sj,2012,20,41
sj,2012,21,41
sj,2012,22,41
sj,2012,23,41
sj,2012,24,41
sj,2012,25,40
sj,2012,26,39
sj,2012,27,38
sj,2012,28,37
sj,2012,29,36
sj,2012,30,35
sj,2012,31,33
sj,2012,32,32
sj,2012,33,30
sj,2012,34,28
sj,2012,35,27
sj,2012,36,25
sj,2012,37,24
sj,2012,38,22
sj,2012,39,21
sj,2012,40,20
sj,2012,41,19
sj,2012,42,18
sj,2012,43,17
sj,2012,44,17
sj,2012,45,17
sj,2012,46,17
sj,2012,47,17
sj,2012,48,17
sj,2012,49,18
sj,2012,50,18
sj,2012,51,19
sj,2013,1,20
sj,2013,2,21
sj,2013,3,22
sj,2013,4,22
sj,2013,5,23
sj,2013,6,23
sj,2013,7,24
sj,2013,8,24
sj,2013,9,25
sj,2013,10,26
sj,2013,11,27
sj,2013,12,28
sj,2013,13,29
sj,2013,14,30
sj,2013,15,31
sj,2013,16,32
sj,2013,17,33
iq,2010,26,8
iq,2010,27,7
iq,2010,28,7
iq,2010,29,6
iq,2010,30,6
iq,2010,31,6
iq,2010,32,6
iq,2010,33,5
iq,2010,34,5
iq,2010,35,5
iq,2010,36,5
iq,2010,37,5
iq,2010,38,5
iq,2010,39,5
iq,2010,40,5
iq,2010,41,5
iq,2010,42,4
iq,2010,43,4
iq,2010,44,3
iq,2010,45,3
iq,2010,46,3
iq,2010,47,3
iq,2010,48,3
iq,2010,49,2
iq,2010,50,2
iq,2010,51,2
iq,2011,52,2
iq,2011,1,2
iq,2011,2,1
iq,2011,3,1
iq,2011,4,1
iq,2011,5,2
iq,2011,6,2
iq,2011,7,2
iq,2011,8,2
iq,2011,9,3
iq,2011,10,3
iq,2011,11,3
iq,2011,12,3
iq,2011,13,4
iq,2011,14,4
iq,2011,15,4
iq,2011,16,4
iq,2011,17,4
iq,2011,18,4
iq,2011,19,5
iq,2011,20,5
iq,2011,21,5
iq,2011,22,6
iq,2011,23,6
iq,2011,24,6
iq,2011,25,7
iq,2011,26,7
iq,2011,27,7
iq,2011,28,7
iq,2011,29,7
iq,2011,30,8
iq,2011,31,8
iq,2011,32,8
iq,2011,33,8
iq,2011,34,8
iq,2011,35,7
iq,2011,36,7
iq,2011,37,7
iq,2011,38,7
iq,2011,39,7
iq,2011,40,6
iq,2011,41,6
iq,2011,42,6
iq,2011,43,6
iq,2011,44,5
iq,2011,45,5
iq,2011,46,5
iq,2011,47,5
iq,2011,48,4
iq,2011,49,4
iq,2011,50,4
iq,2011,51,3
iq,2012,52,3
iq,2012,1,2
iq,2012,2,2
iq,2012,3,2
iq,2012,4,2
iq,2012,5,2
iq,2012,6,2
iq,2012,7,2
iq,2012,8,2
iq,2012,9,3
iq,2012,10,3
iq,2012,11,3
iq,2012,12,3
iq,2012,13,3
iq,2012,14,4
iq,2012,15,4
iq,2012,16,3
iq,2012,17,3
iq,2012,18,3
iq,2012,19,3
iq,2012,20,3
iq,2012,21,3
iq,2012,22,4
iq,2012,23,4
iq,2012,24,4
iq,2012,25,5
iq,2012,26,5
iq,2012,27,5
iq,2012,28,6
iq,2012,29,6
iq,2012,30,6
iq,2012,31,6
iq,2012,32,7
iq,2012,33,7
iq,2012,34,7
iq,2012,35,7
iq,2012,36,7
iq,2012,37,7
iq,2012,38,7
iq,2012,39,6
iq,2012,40,6
iq,2012,41,6
iq,2012,42,6
iq,2012,43,6
iq,2012,44,5
iq,2012,45,5
iq,2012,46,6
iq,2012,47,6
iq,2012,48,6
iq,2012,49,6
iq,2012,50,6
iq,2012,51,6
iq,2013,1,6
iq,2013,2,5
iq,2013,3,5
iq,2013,4,5
iq,2013,5,5
iq,2013,6,5
iq,2013,7,5
iq,2013,8,5
iq,2013,9,6
iq,2013,10,6
iq,2013,11,6
iq,2013,12,6
iq,2013,13,6
iq,2013,14,5
iq,2013,15,5
iq,2013,16,5
iq,2013,17,5
iq,2013,18,5
iq,2013,19,5
iq,2013,20,5
iq,2013,21,5
iq,2013,22,6
iq,2013,23,6
iq,2013,24,6
iq,2013,25,6
iq,2013,26,7
