city,year,weekofyear,total_cases
iq,2012,34,7
iq,2012,35,7
iq,2012,36,7
iq,2012,37,8
iq,2012,38,8
iq,2012,39,8
iq,2012,40,9
iq,2012,41,10
iq,2012,42,10
iq,2012,43,10
iq,2012,44,11
iq,2012,45,11
iq,2012,46,12
iq,2012,47,12
iq,2012,48,13
iq,2012,49,13
iq,2012,50,13
iq,2012,51,13
iq,2013,1,13
iq,2013,2,13
iq,2013,3,13
iq,2013,4,12
iq,2013,5,12
iq,2013,6,12
iq,2013,7,12
iq,2013,8,11
iq,2013,9,11
iq,2013,10,10
iq,2013,11,10
iq,2013,12,9
iq,2013,13,9
iq,2013,14,8
iq,2013,15,8
iq,2013,16,7
iq,2013,17,6
iq,2013,18,6
iq,2013,19,6
iq,2013,20,5
iq,2013,21,5
iq,2013,22,5
iq,2013,23,5
iq,2013,24,4
iq,2013,25,4
iq,2013,26,4
